S No.,Title,Decisions,Words
6675,Exim Bank plans to tap US institutional investors for overseas bond issue,"{""Exim Bank"": ""neutral"", ""US"": ""neutral""}",12
6808,"Market in a consolidation phase, expect Nifty to trade between 5500-6000: Nitin Raheja","{""Nifty"": ""neutral"", ""Market"": ""neutral""}",13
10473,"Nifty slips below 6,250; HCL Tech, JP Associates, BHEL down","{""Nifty"": ""negative"", ""HCL Tech"": ""negative"", ""JP Associates"": ""negative"", ""BHEL"": ""negative""}",10
1317,"Delhi High Court asks Centre, SEBI to reply to plea on automated trading","{""SEBI"": ""neutral""}",13
3226,"Brent steady above $108 as Russia, Libya support","{""Brent"": ""positive""}",8
1073,"Exercise caution, go light ahead of RBI policy review: Sandeep Wagle","{""RBI"": ""neutral""}",11
4816,"SBI, PNB and BoB make a complete PSB basket for long-term investors: Parag Thakkar","{""SBI"": ""positive"", ""PNB"": ""positive"", ""BoB"": ""positive""}",14
9090,Pulses slide as government intensifies crackdown against hoarding,"{""Pulses"": ""negative""}",8
5753,European shares pause for breath ahead of data,"{""European shares"": ""neutral""}",8
9841,"Gold trades near 4-month low before European Central Bank decision, US data","{""Gold"": ""negative""}",12
4617,"Sustained Call writing at strike price 8,300 on Nifty50 keeping bulls at bay","{""Nifty50"": ""negative""}",13
3098,"Life Insurance Corporation of India may buy ICICI infrastructure bonds worth Rs 3,000 crores","{""Life Insurance Corporation of India"": ""neutral""}",14
6870,191-192 is where price of NTPC to come in next few trading sessions: Sandeep Wagle,"{""NTPC"": ""neutral""}",15
1301,"Vodafone starts preparatory work for IPO in India, expresses optimism about government","{""Vodafone"": ""neutral""}",12
7286,IOC plans to hive-off E&P business; stock up,"{""IOC"": ""positive""}",8
6285,FTSE readies new global index series to include China A-shares,"{""FTSE"": ""neutral""}",10
5496,Ashoka Buildcon plans Rs. 225 cr IPO,"{""Ashoka Buildcon"": ""neutral""}",7
5292,"FMCG, pharma stocks not defensive bets: Rajesh Jain","{""FMCG"": ""negative"", ""pharma stocks"": ""negative""}",8
1799,CSE index gains 93 points,"{""CSE index"": ""positive""}",5
5204,"Weaker FTSE underpinned by Burberry, Barratt, AB Foods updates","{""Burberry"": ""negative"", ""Barratt"": ""negative"", ""AB Foods"": ""negative""}",9
8228,State Bank of India rallies over 1% on fund raising plans,"{""State Bank of India"": ""positive""}",11
5048,"Banking, autos and IT will lead the rally: Prashasta Seth","{""Banking"": ""positive"", ""autos"": ""positive"", ""IT"": ""positive""}",10
6442,3-5 per cent correction unlikely to affect markets: P Phani Sekhar,"{""markets"": ""neutral""}",11
8637,"Renewable energy sector likely to attract sea of opportunities; Adani Power, Tata Power top bets","{""Renewable energy sector"": ""positive"", ""Adani Power"": ""positive"", ""Tata Power"": ""positive""}",15
8106,HPCL Q3 net profit up nearly 7-fold at Rs 211.03 cr,"{""HPCL"": ""positive""}",11
2360,Nikkei rises to 1 1/2-week high; financials track U.S. counterparts,"{""Nikkei"": ""positive""}",10
10092,"State Bank of India Q3 net profit down 34% to Rs 2234 crore, lags estimates","{""State Bank of India"": ""negative""}",15
3655,Bajaj Auto falls over 2.5% as Nigeria devalues currency,"{""Bajaj Auto"": ""negative""}",9
7053,Bhushan Steel rallies; lenders approve loan restructuring,"{""Bhushan Steel"": ""positive""}",7
1287,Securities Appellate Tribunal asks Sebi to select SRO afresh for MF distributors,"{""Securities Appellate Tribunal"": ""neutral"", ""Sebi"": ""neutral""}",12
9821,Crash in crude prices:  Sectors and stocks that will be affected,"{""crude"": ""negative""}",12
4446,Mustard seed futures fall on hopes of good crop in growing regions,"{""Mustard seed futures"": ""negative""}",12
2138,Titan Company hits 52-week high on Morgan Stanley upgrade,"{""Titan Company"": ""positive"", ""Morgan Stanley"": ""neutral""}",9
6788,FTSE Russell to launch transitional indexes to bring Chinese shares in global markets,"{""FTSE Russell"": ""neutral""}",13
10487,"Prefer JK Tyre, Apollo Tyres among tyre names: Neeraj Deewan","{""JK Tyre"": ""positive"", ""Apollo Tyres"": ""positive""}",10
9151,10-yr bond yield stays down; Friday's debt sale watched,"{""10-yr bond"": ""negative""}",9
9652,"FIIs concerned about policy paralysis post elections: Anup Bagchi, ICICI Securities","{""ICICI Securities"": ""neutral""}",11
6895,"FDI hike in railways, defence to have limited impact on markets: Rajat Rajgarhia, Motilal Oswal Securities","{""railways"": ""neutral"", ""defence"": ""neutral"", ""Motilal Oswal Securities"": ""neutral""}",16
9219,Euro hits 9-month low vs dollar on German data,"{""Euro"": ""negative""}",9
8565,"Exporters expect black pepper to double to 70,000 tonne with bumper output in Karnataka","{""black pepper"": ""positive""}",14
7152,Recommend Lupin in pharmaceutical space: G Chokkalingam,"{""Lupin"": ""positive""}",7
964,Sandeep Batra may go back to ICICI Prudential Life Insurance,"{""ICICI Prudential Life Insurance"": ""neutral""}",10
6013,Dalal street plays smart as May 16 draws near,"{""Dalal street"": ""neutral""}",9
4883,"Bearish on United Phosphorous and Jain Irrigation: Seshadri Bharathan, KSEMA Fincon Ltd.","{""United Phosphorous"": ""positive"", ""Jain Irrigation"": ""positive"", ""KSEMA Fincon Ltd."": ""neutral""}",12
141,Expert's take: Rupee-dollar pair to test 45.30-45.50 levels,"{""Rupee"": ""neutral"", ""dollar"": ""neutral""}",8
9721,NHPC Q3 net profit drops about 17% to Rs 259.35 crore,"{""NHPC"": ""negative""}",11
8907,RIL shares fall 4.5% on earnings worries,"{""RIL"": ""negative""}",7
6937,Seafood exports up on better demand,"{""Seafood"": ""positive""}",6
6543,Lanco Infratech board to consider compulsory convertible debentures issuance next week,"{""Lanco Infratech"": ""neutral""}",11
5244,"Dealing room: Zee Entertainment; Coal India, Infosys, Glenmark","{""Zee Entertainment"": ""neutral"", ""Coal India"": ""neutral"", ""Infosys"": ""neutral"", ""Glenmark"": ""neutral""}",8
4432,"Kirloskar Oil Engines is still to make a comeback: Deepak Mohoni, trendwatchindia.com","{""Kirloskar Oil Engines"": ""negative"", ""trendwatchindia.com"": ""neutral""}",12
407,Euro remains steady ahead of ECB policy meeting,"{""Euro"": ""neutral""}",8
8213,Shree Cement January-March net profit up 26% to Rs 274 crore,"{""Shree Cement"": ""positive""}",11
9413,Court may soon appoint liquidator in NSEL case: Police officials,"{""NSEL"": ""negative""}",10
9284,"Nifty50 to face strong resistance at 8,000: Sandeep Wagle","{""Nifty50"": ""negative""}",9
8235,Taiwan stocks up slightly on caution ahead of key orders data,"{""Taiwan stocks"": ""positive""}",11
4400,Exercise caution while booking profits in sectors like metals: Networth Stock Broking,"{""metals"": ""negative"", ""Networth Stock Broking"": ""neutral""}",12
5253,Fitch Ratings affirms stable outlook rating to RIL,"{""RIL"": ""positive"", ""Fitch Ratings"": ""neutral""}",8
12,Wait and watch on Bharti Airtel: Vinay Khattar,"{""Bharti Airtel"": ""neutral""}",8
4761,"Add IT, pharma names to portfolio; Mastek, Aurobindo Pharma top bets: Daljeet Singh Kohli, IndiaNivesh","{""IT"": ""positive"", ""pharma"": ""positive"", ""Mastek"": ""positive"", ""Aurobindo Pharma"": ""positive"", ""IndiaNivesh"": ""neutral""}",15
1178,"Sebi to carry investor campaigns via mobile, Internet in FY 15","{""Sebi"": ""neutral""}",11
2864,NBCC IPO hits capital market to raise Rs 120 crore for government,"{""NBCC"": ""positive""}",12
6472,China stocks mixed as investors hold back before SH-HK connect launch,"{""China stocks"": ""neutral""}",11
6229,Adani Group to hit global bond mkt with $1.5-bn issue,"{""Adani Group"": ""neutral""}",10
2990,"Ideal time to get into FMCG companies: Gurunath Mudlapur, Atherstone Capital Markets Ltd","{""FMCG"": ""positive"", ""Atherstone Capital Markets Ltd"": ""neutral""}",13
7118,Its raining good news for turmeric producers,"{""turmeric"": ""positive""}",7
7011,Coal India shares rise almost 5%,"{""Coal India"": ""positive""}",6
10332,"China, Hong Kong shares slide as bank and casino stocks retreat","{""China"": ""negative"", ""Hong Kong shares"": ""negative"", ""bank"": ""negative"", ""casino stocks"": ""negative""}",11
8928,Titan Ltd falls after ending deposit schemes,"{""Titan Ltd"": ""negative""}",7
1441,Government will have to do a lot more to make new investors put money in equities and not gold,"{""equities"": ""neutral"", ""gold"": ""neutral""}",19
10482,PEs to buy into HIPL; Hero Honda down over 2%,"{""HIPL"": ""positive"", ""Hero Honda"": ""negative""}",10
2876,Persistent Net up 37 pc at Rs 57 cr; revenues rise 19%,"{""Persistent"": ""positive""}",12
9789,Voltas shares slump 6% as top brokerages downgrade on earnings concern,"{""Voltas"": ""negative""}",11
9463,HDIL Q4 net profit down 72% at Rs 31.89 crore,"{""HDIL"": ""negative""}",10
7233,CESC can give upto 20% returns: Sudip Bandyopadhyay,"{""CESC"": ""positive""}",8
3727,F&O: Nifty likely to face resistance at 5100 level,"{""Nifty"": ""negative""}",9
2773,Balasore Alloys FY11 consolidated net rose 115 pc to Rs 27 crore,"{""Balasore Alloys"": ""positive""}",12
455,Care reports flat net in Q3,"{""Care"": ""neutral""}",6
8190,Radico Khaitan Q4 net profit up 81% at Rs 17.4 crore,"{""Radico Khaitan"": ""positive""}",11
1368,Clarity on MAT holds the key; 5% downside can't be ruled out: Mayuresh Joshi,"{""MAT"": ""neutral""}",14
3713,EID Parry posts Rs 103.08 cr loss for Apr-Jun,"{""EID Parry"": ""negative""}",9
10595,"Tech, banks have potential to take Nifty to 9,000","{""Tech"": ""positive"", ""banks"": ""positive"", ""Nifty"": ""positive""}",9
1389,"MTNL planning to raise around Rs 2,300 crore by selling bonds with ten-year maturity","{""MTNL"": ""neutral""}",14
1001,The empire strikes back: Why gold will matter in 2014,"{""gold"": ""neutral""}",10
7762,"China stocks, after wild ride, reverse course and close higher","{""China stocks"": ""positive""}",10
3554,Brent falls below $109 as Libya restarts oilfield,"{""Brent"": ""negative""}",8
4115,"Won't look at textile space: Sajiv Dhawan, JV Capital Services","{""textile space"": ""negative"", ""JV Capital Services"": ""neutral""}",10
1668,Kewal's surplus cash leaves scope for expansion,"{""Kewal"": ""positive""}",7
3174,Gujarat Pipavav Port's expansion plans to make it a major container hub; stock likely to rise,"{""Gujarat Pipavav Port"": ""positive""}",16
10109,Goldman Sachs thinks oil prices could fall another 50% as the market spends another year sorting itself out,"{""oil"": ""negative"", ""Goldman Sachs"": ""neutral""}",18
489,GST is a brahmastra to kick-start GDP: Assocham,"{""Assocham"": ""neutral""}",8
3231,Emerging assets weaken after yuan devaluation,"{""yuan"": ""negative"", ""Emerging assets"": ""negative""}",6
3829,"Rupee drops 7 paise, trades at 58.54 Vs dollar","{""Rupee"": ""negative""}",9
9310,Return on equity bottoming but priced in: Credit Suisse,"{""Credit Suisse"": ""neutral""}",9
5209,Edelweiss maintains 'Hold' on RCom after GTL Infra deal,"{""RCom"": ""neutral"", ""Edelweiss"": ""neutral"", ""GTL Infra"": ""neutral""}",9
7849,IRB Infras subsidiary ties-up for Rs 831 cr debt;stk up,"{""IRB Infras"": ""positive""}",10
5705,Billionaire stake shakes Woolworths buyout of David Jones,"{""Woolworths"": ""neutral""}",8
10372,"SBI, Bank of Baroda allot shares to government for capital infusion","{""SBI"": ""neutral"", ""Bank of Baroda"": ""neutral""}",11
8134,Jyothy Labs looks interesting over a two-three year timeframe: IDBI Capital,"{""Jyothy Labs"": ""positive"", ""IDBI Capital"": ""neutral""}",11
704,Sebi board approves sharing KYC details with financial regulators,"{""Sebi"": ""neutral""}",9
5106,"ONGC, Oil India rise on new subsidy sharing proposal report","{""ONGC"": ""positive"", ""Oil India"": ""positive""}",10
9574,Unusual trades in December series Nifty options under Sebi lens,"{""Sebi"": ""neutral""}",10
3292,Four reasons Sensex tanked over 400 points intraday,"{""Sensex"": ""negative""}",8
8126,Investors can use intraday dips to buy into markets: Mitesh Thacker,"{""markets"": ""positive""}",11
10363,"NSE, BSE & MCX-SX to launch interest rate futures this month","{""NSE"": ""neutral"", ""BSE"": ""neutral"", ""MCX-SX"": ""neutral""}",11
10252,"Cox & Kings, Thomas Cook shares soar on slew of visa sops","{""Cox & Kings"": ""positive"", ""Thomas Cook"": ""positive""}",12
4910,"Policy sensitives stocks like cap goods, infra, power to outperform: Ashwani Gujral","{""cap goods"": ""positive"", ""infra"": ""positive"", ""power"": ""positive""}",12
4441,Max Life sees 5% fall in 9-month profit at Rs 308 crore,"{""Max Life"": ""negative""}",12
987,Sensex trading in a range; top 20 intraday trading ideas,"{""Sensex"": ""neutral""}",10
9939,August gold declines after rising to four-month high on lack of duty cut,"{""gold"": ""negative""}",13
9751,Sebi slaps Rs 42.50cr fine on 21 entities for fraudulent trade,"{""Sebi"": ""neutral""}",11
7706,"Zinc futures rise 0.29% on global cues, spot demand","{""Zinc"": ""positive""}",9
6258,Currency wars: Dollar vs yuan vs euro through the ages,"{""Dollar"": ""neutral"", ""yuan"": ""neutral"", ""euro"": ""neutral""}",10
6090,Maruti Q4 results: Here what to watch out for,"{""Maruti"": ""neutral""}",9
5239,"Broader markets, banking stocks gain post GDP numbers","{""banking stocks"": ""positive""}",8
1199,Wall Street struggles to comply with new US sanctions on Russia,"{""Wall Street"": ""neutral""}",11
9759,Sell Dr. Reddys with stop loss of Rs 3192: Mitesh Thacker,"{""Dr. Reddys"": ""negative""}",11
7520,HDFC Bank expected to report a robust 25-27% growth,"{""HDFC Bank"": ""positive""}",9
6813,"NCD returns may be higher, but do your homework before taking a call","{""NCD"": ""neutral""}",13
8321,Gilts reach highest premium to Bunds since 1997 as ECB QE starts,"{""Gilts"": ""positive""}",12
7176,Titan: Aggressive expansion plans to boost volumes,"{""Titan"": ""positive""}",7
4471,Rumour of split with Starbucks holding down Tata Global Beverages: Ambareesh Baliga,"{""Tata Global Beverages"": ""negative""}",12
892,Kasturi and Sons appoints Rajiv Lochan as MD & CEO,"{""Kasturi and Sons"": ""neutral""}",10
1970,"Electrolux Q1 profit tops forecast, stands by market outlook","{""Electrolux"": ""positive""}",9
5758,"February 25, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral"", ""rupee"": ""neutral""}",8
6528,Infosys director Ann M Fudge wont seek reappointment after term expiry,"{""Infosys"": ""neutral""}",11
6295,H G Contractor takes over as new CFO of SBI,"{""SBI"": ""neutral""}",10
7596,No stock limits on commodities in regulated warehouses: FMC,"{""FMC"": ""neutral""}",9
3250,Unitech falls on wider-than-expected quarterly loss,"{""Unitech"": ""negative""}",6
6571,"OMCs rally on petrol price hike, but end day in red","{""OMCs"": ""neutral"", ""petrol"": ""neutral""}",11
6639,7080 mark to watch for Nifty traders on intraday basis: Mitesh Thacker,"{""Nifty"": ""neutral""}",12
7352,"Seasonal demand lifts sugar futures prices, up 1.11%","{""sugar"": ""positive""}",8
9870,"Novartis tanks 7%, hits 52-week low as SC denies cancer drug patent","{""Novartis"": ""negative""}",12
7474,Easing gold imports positive for jewellery companies: David Pezarkar,"{""gold"": ""positive""}",9
9907,Sell ZEE Entertainment Ltd with target price of Rs 255: Mitesh Thacker,"{""ZEE Entertainment Ltd"": ""negative""}",12
9856,Infosys may report sharp 11.3% drop in net profit for June quarter,"{""Infosys"": ""negative""}",12
1240,"Flash Boys, book on high-frequency trading, becomes the talk of Wall Street","{""Flash Boys"": ""neutral""}",12
2290,IDBI Bank gains on plan to sell stake in CARE,"{""IDBI Bank"": ""positive""}",10
2741,Whats brewing: Coffee exporter CCL Products looks strong after 155% rally,"{""CCL Products"": ""positive""}",11
8468,"Crucial support at 7,800 for Nifty50, bulls to take charge if it holds","{""Nifty50"": ""positive""}",13
4586,Moscow Exchange restricts trading in Sistema shares after they fall 27 per cent,"{""Sistema"": ""negative""}",13
1230,DCM Shriram Inds posts Rs 6.8 cr net profit for March quarter,"{""DCM Shriram Inds"": ""neutral""}",12
6981,Indraprastha Gas gains on government notification,"{""Indraprastha Gas"": ""positive""}",6
5179,"Pfizer, Wyeth merger to add more value to stocks","{""Pfizer"": ""positive"", ""Wyeth"": ""positive""}",9
4294,Reliance Industries shares end nearly 2 per cent lower post earnings,"{""Reliance Industries"": ""negative""}",11
